Text	Cause
I used to work full-time and take care of my kids. Now I barely make it out of bed before noon	1
My boss thinks I’m slacking off, but I genuinely cannot concentrate or stay alert through meetings.	1
I’ve stopped going to the gym, shopping, even cooking. There’s just no fuel in the tank	1
Mental exhaustion is the worst. It feels like my thoughts are running on a low battery mode	1
My brain is like a clogged sink—slow, sluggish, barely processing anything.	1
I used to be excited by my research. Now even opening a textbook feels insurmountable	1
Fatigue makes me indifferent. I’m too tired to feel anxious or even sad.	1
My doctor mentioned cortisol and hormones, but I just want my energy back	1
When they said atypical depression might involve endocrine problems, it finally made sense why I felt so heavy and numb.	1
Antidepressants helped my mood a bit, but the fatigue stayed like a shadow	1
The worst part is that even when depression lifts a little, the exhaustion doesn’t go away.	1
Some meds even made me feel more sedated. I was less sad, but even more tired.	1
With fibromyalgia and MDD, I’m never sure what’s causing the fatigue. It’s just constant	1
My chronic illness and depression feed off each other. I’m always tired, in body and in soul	1
Even after therapy and meds, the tiredness never really left	1
I’m not sad anymore, but I still wake up like I’ve run a marathon	3
My doctor said my depression is in remission, but my energy is still on life support	1
I work two jobs to support my family. There’s no room for fatigue—but it’s always there.	1
As a young Black man, admitting I'm tired or depressed isn’t easy—but it’s real	1
My fatigue is invisible to my employers. They think I’m lazy, not sick.	1
Getting dressed is a philosophical question — does it even matter?	1
I don’t want to die, but I’m too tired to live fully	6
I look fine on the outside, but every step feels like a silent war.	1
I make plans and feel proud — but cancel when the fatigue returns	1
I thought I just needed a break, but the fatigue never ends.	1
It started as stress, but now it’s something deeper — permanent exhaustion.	1
It’s not tiredness from doing — it’s tiredness that stops me from doing.	1
I’m scared of hope because it never lasts.	1
I’ve lost the sense of urgency — I float in slow motion.	1
No one understands how tired I am because fatigue doesn’t leave visible marks	1
People tell me to 'just rest' — as if that ever worked.	1
Some mornings I think I have energy, but it disappears by the time I reach the kitchen."	1
The world feels like too much — noise, light, people — all exhausting.	1
There’s no bounce-back — only a constant drain.	1
I feel like a phone stuck at 5% — barely enough to function.	1
Even joy feels tiring — as if feeling anything would deplete me further.	1
My body says no, even when my mind says yes.	1
I drag myself through daily routines like a machine low on oil.	1
Every task feels like it demands more energy than I have to give	1
My eyes are open, but my energy feels shut off.	1
I’ve forgotten what it feels like to feel awake.	1
I ration my energy the way others ration money — every movement has a cost.	1
I wake up more tired than when I went to bed.	3
The exhaustion isn’t from exertion — it’s from simply existing.	1
I used to power through days. Now I count down minutes until I can lie down.	1
There are days when just lifting my arm feels like too much	1
Even the thought of doing something exhausts me before I begin	1
My internal battery never makes it past halfway	1
It feels like someone turned down the speed of the world — or maybe just me.	0
I speak slower now. Sometimes I forget mid-sentence what I was trying to say.	0
Even my thoughts feel heavy, like they’re dragging themselves through mud	0
I walk so slowly now. It’s not that I want to — it’s like my legs have forgotten how to move with purpose	0
People finish my sentences for me. They say I take too long to get to the point.	0
I sit and stare for long stretches, not thinking, not moving.	0
Typing an email takes ages. My fingers just don’t keep up with my thoughts anymore — if I even have any	0
Everything I do feels like I’m underwater — slow, resistant, and quiet	0
Sometimes I can't tell if I'm just tired or if my brain is stuck in slow motion.	0
My body moves slower than I remember. Even standing up from a chair takes effort now.	0
My legs won’t stop bouncing. I don’t even notice it until someone points it out	0
I pace the room because if I sit still, the anxiety becomes unbearable.	0
I can’t relax — my hands constantly fidget, picking at my nails or clothes.	0
It’s like my body wants to outrun my mind but can’t.	0
I shake my leg while lying in bed, even though I’m exhausted.	0
I rub my fingers together or tap on the table — not on purpose, just to keep from screaming.	0
I get up and sit down over and over. I can’t seem to find comfort in either.	0
There’s a buzzing in my chest, and moving helps a little — but never enough.	0
It feels like there's pressure building inside me, like a shaken soda can.	0
I keep walking around the house, opening doors, forgetting what I was looking for.	0
Some days I move like a ghost. Other days, I’m pacing and tearing at my hair.	0
I’m restless in my stillness — my mind races even when my body can’t follow	0
There’s this odd tension between needing to lie still and feeling like I need to escape myself.	0
My limbs feel slow, but my thoughts are frantic. It’s torture	0
I feel like I’m either frozen or flailing — there’s no in-between.	0
It’s like my body is lagging behind my will.	0
Even small tasks like buttoning a shirt feel insurmountable	0
I move like I’m underwater — everything is slow and heavy	0
Sometimes it takes me 10 minutes just to tie my shoes	0
I stare at the wall for long stretches, barely blinking.	0
I feel like someone pressed a ‘slow motion’ button on my life	0
My speech has slowed to the point where even I notice the gaps	0
I can’t keep up in conversations because my brain needs longer to respond.	0
My handwriting has changed — it’s shaky, slower, like I’m learning all over again	0
My thoughts feel like molasses in winter — slow and sticky	0
I shift positions constantly, never feeling at ease.	0
My fingers are always in motion — picking, tapping, pulling at sleeves.	0
I walk in circles around the house — it doesn’t help, but I can’t stop	0
I rub my hands together until my skin feels raw	0
It feels like my nerves are overcharged but I don’t know how to release the energy.	0
I fidget so much I drop things without realizing.	0
Even when I sit, I wring my hands or scratch my arms compulsively	0
My body feels like it’s buzzing and I can’t shut it down	0
I grind my teeth without knowing it — my jaw is always sore	0
My feet bounce constantly under the table, like a motor I can’t switch off.	0
Everything feels like it’s happening around me in real time, but I’m stuck at half-speed	0
I know what I want to say, but by the time I speak, it’s already too late in the conversation	0
Even walking takes effort — like dragging my limbs through syrup	0
I pause in the middle of sentences because the words just vanish	0
People tell me I’m too quiet, but they don’t hear the storm of effort it takes just to form a thought	0
Some days I sit without moving for hours. I’m not sad — I’m stalled	0
Even my breathing feels delayed, like I’m running behind my own body.	0
The day passes in fragments — I do one small thing, then sit down for twenty minutes	0
I don’t feel sleepy, but my body refuses to wake up	0
I used to multitask. Now I struggle to finish a single sentence or chore.	0
My legs are sore from pacing all day, but if I sit, I’ll explode	0
I can’t stop biting my lip or picking at my nails — it’s like I need to distract my nerves	0
My hands move constantly — not with purpose, just to release pressure.	0
I shake my foot so much during meetings, people ask if I’m anxious — but I’m just trying to keep it together	0
I toss and turn in bed for hours, never finding stillness	0
Sometimes I tap out patterns on the table without realizing. It’s the only way to avoid screaming	0
I pace between rooms like I’m looking for something — but I don’t know what.	0
The agitation is like heat under my skin. I need to move or I’ll combust	0
My restlessness has cost me — I fidgeted so much I broke the remote control in my hands	0
It’s like being on fast-forward and slow motion at the same time — my mind races while my body stumbles	0
I’ve become slow in every way — walking, talking, even blinking feels delayed	0
They had to repeat the question twice — I needed that long just to register it.	0
I feel like a marionette whose strings are too loose — I move, but without coordination or speed	0
There’s a lag between deciding to move and actually doing it.	0
When I reach for things, my hands feel disconnected, like they’re not mine	0
My posture is always slouched now. I don’t have the energy to hold myself up	0
I move in segments, not fluid motions — like my body needs to remember each step	0
They told me I shuffle when I walk. I hadn’t even noticed	0
When I write, it’s like my hand has forgotten how to form letters quickly.	0
I sit in silence not because I don’t want to talk — but because I physically can’t keep up with the conversation.	0
My fingers are always tapping something — a desk, my leg, the steering wheel.	0
I twist in my seat constantly, like I’m trying to escape from my own skin	0
There’s a storm inside me, and movement is the only way I don’t drown in it.	0
My therapist asked why I can’t sit still — I didn’t even know I was rocking	0
When the anxiety spikes, I pace for hours without realizing how far I’ve gone	0
I pick at my arms until they’re red — not out of choice, but from the urge to move	0
Every sound and movement makes me jump — like my nervous system’s stuck on high alert.	0
I fidget even when I’m sleeping. I wake up twisted in the sheets.	0
It’s like my motor is running, but it’s not going anywhere useful.	0
I scroll on my phone not out of interest, but because I can’t sit with stillness	0
Even on good days, I move slower than I used to — it’s like my legs forgot how to walk with purpose.	0
People say I’m better, but I still struggle to lift my feet like I used to."	0
It’s not sadness anymore — it’s just a constant delay in everything I do.	0
I have to focus on each movement, like chewing or brushing my teeth — nothing is automatic anymore	0
In meetings, I hesitate before speaking, afraid my voice will lag behind my thoughts.	0
Even when I’m not feeling depressed, I still feel physically slower than everyone else	0
I’m always last to leave the room — not out of choice, but because I can’t move faster	0
Typing used to be second nature — now I watch my fingers, guiding each keystroke like I’m learning it for the first time.	0
I feel like my whole system — mind and body — is stuck in first gear	0
Recovery helped my mood, but my body never caught up	0
Even when the depression lifts, I still can’t sit still without twitching or pacing	0
I bounce my knee out of habit now — like my body is still anxious even if my mind feels okay	0
Restlessness is the one part of the depression that never left.	0
I’m constantly shifting in my seat, like I’m trying to escape from myself.	0
I pick at my fingers during conversations, even when I’m not nervous.	0
Sometimes I pace just to remind myself I can still move	0
My body still reacts like I’m in distress — even though I don’t feel that way anymore.	0
It’s like my nervous system remembers something my mind wants to forget.	0
Even on stable days, I fidget until someone tells me to stop	0
I can’t find a position that feels comfortable — not sitting, not standing, not lying down	0
Every choice feels like a test I’m destined to fail.	8
I stare at the menu for 10 minutes and still can’t decide what to eat.	8
Simple things, like picking a shirt, become paralyzing	8
I second-guess even the smallest decisions — it’s exhausting.	8
My mind plays out every outcome like a horror story.	8
I overthink so much that I usually end up doing nothing.	8
I get stuck in loops — what if this, what if that — and time just disappears	8
I can’t focus on books anymore. I read the same sentence five times	8
I used to multitask — now one task drains all my energy	8
I forget what I was saying halfway through the sentence	8
It's like thinking through fog. I know the answer is there, but I can’t reach it.	8
Decision-making feels like walking a tightrope — with no balance	8
I try to weigh the pros and cons, but it just spirals into fear.	8
Every option feels wrong, so I end up choosing nothing	8
My thoughts come in slow waves. Everything takes longer now	8
Even when people give me advice, I still can’t act on it.	8
I freeze when asked a question — like my mind suddenly goes blank	8
I get overwhelmed just trying to decide what to do first.	8
I avoid making plans because I know I’ll change my mind a dozen times.	8
I used to be quick-witted — now I feel like I’m buffering all the time.	8
Some days I can’t even choose what to eat, so I skip meals entirely.	8
Conversations take effort — I can’t hold on to what people say.	8
Even small decisions feel life-altering when I’m depressed.	8
I question every decision I’ve ever made, constantly.	8
My brain used to be sharp. Now, it’s like trying to think through mud	8
I can’t trust my gut anymore — it used to guide me, but now it’s silent.	8
Every decision feels like I need to analyze it to death — instinct just doesn’t kick in.	8
I used to just know what to do. Now I have to convince myself to act, even on simple things	8
I double-check everything, then still feel unsure	8
I miss how things used to feel obvious — now it all feels murky	8
My instinct feels broken — like I lost the internal compass I used to rely on.	8
I used to trust my first impressions. Now I think and rethink every situation	8
Even when I feel like something’s right, the doubt creeps in and takes over.	8
I second-guess myself constantly — there’s no sense of flow in how I think	8
I feel emotionally disconnected from decisions — like they’re someone else’s to make	8
It’s like there’s a delay between what I feel and what I know — I can’t make them meet	8
I don’t get gut reactions anymore — just numb confusion	8
When I have to make a choice, I don’t sense anything. I’m just empty	8
It’s hard to explain — but my feelings don’t inform my choices like they used to	8
I used to just know when something was off. Now I have to reason through every possibility.	8
Even simple things — like when to leave the house — feel like big strategic plans	8
I overthink texts, emails, everything. Nothing feels automatic anymore.	8
It’s like I lost the shortcut to decisions. Everything takes a long route now	8
I can’t tell what I really want anymore — all I feel is indecision.	8
My brain feels like it’s lost its rhythm. No flow, just noise	8
I read entire pages and realize I haven’t absorbed a word	8
I lose track of conversations halfway through — it’s like my brain just clocks out.	8
Even routine tasks now require a to-do list and reminders	8
I used to handle complex problems. Now I can barely decide what groceries to buy.	8
I forget where I placed things more often than I care to admit.	8
My brain used to be quick. Now it's more like a slow-loading webpage	8
Focusing at work feels like staring through fog	8
I keep rereading the same email because I can’t make sense of it the first time.	8
It feels like my thoughts are on a delay — I react slower, respond slower.	8
My memory fails me in embarrassing ways — birthdays, appointments, names	8
Every task feels like it takes twice the effort it used to	8
I’m so easily distracted, even my own thoughts pull me away from the task.	8
Multitasking is no longer an option — I can only handle one thing, slowly	8
I avoid conversations because I can’t keep up with fast exchanges anymore	8
Decision-making feels like doing math while underwater	8
I stare at my computer screen and forget what I was about to type	8
I miss deadlines because I lose track of time completely.	8
I start things and abandon them halfway because I get mentally exhausted	8
Following instructions feels like deciphering code — I have to break it down line by line	8
Even talking feels harder — I pause a lot, searching for words	8
Sometimes I feel like I’m watching my life like a movie, unable to jump in and participate	8
People think I’m disinterested, but I’m just mentally drained	8
I used to enjoy reading. Now I can’t concentrate long enough to finish a chapter.	8
I often forget why I walked into a room — it’s that bad.	8
I can’t remember if I locked the door five minutes ago — it’s like my brain skips over details	8
I walk into a room and immediately forget why I came.	8
Even small errands feel like navigating a maze without a map.	8
I need to write everything down — otherwise, it’s gone from my memory in minutes.	8
I read the same paragraph three times before it makes sense.	8
I feel like my brain is stuck buffering when someone asks me a question.	8
I often zone out in the middle of conversations and nod without processing a word	8
I used to solve problems quickly — now even simple math gives me anxiety	8
I leave tasks unfinished because I can’t focus long enough to complete them.	8
My friends think I’m disorganized, but it’s my brain that’s scattered.	8
By the time I get to work, I’ve already forgotten two things I meant to bring	8
It’s not laziness — it’s like my mind won’t cooperate with my intentions.	8
Decision-making exhausts me; even picking groceries takes too long.	8
When people talk too fast, I can’t keep up — I fall behind and give up.	8
I need silence to focus because even background noise throws me off completely.	8
My mind drifts constantly — I can’t keep a straight thought for more than a few seconds.	8
I feel like I'm failing simple cognitive tasks I used to do in my sleep	8
I know what I want to say, but finding the words feels like digging through fog.	8
It’s like my mind is on mute and I can’t find the remote.	8
I miss being sharp — now I feel like I’m thinking in slow motion	8
I forget birthdays, appointments, even my own plans.	8
My mental checklist disappears before I get through half of it.	8
Even casual games like Sudoku frustrate me now — I lose the thread midway.	8
I used to be quick in meetings. Now I avoid speaking because I can’t organize my thoughts	8
I set reminders for everything because my short-term memory is unreliable.	8
Even when the sadness lifts, my focus doesn’t come back — I still struggle at work	8
It’s not just about feeling better — I need to think clearly again to live my life.	8
My mind used to work like a machine. Now it stalls halfway through tasks.	8
I thought remission meant I’d feel normal again — but my memory’s still broken.	8
I have moments where I forget what I was doing, right in the middle of doing it.	8
I can’t handle multitasking anymore — I have to finish one thing before even thinking of another	8
I feel better emotionally, but I’m failing at my job because I can’t concentrate.	8
I don’t feel sad anymore — but I still can’t follow conversations in meetings.	8
I wake up hoping I’ll be mentally sharp again, but the fog never really goes away.	8
My brain’s still sluggish, like I’m trying to run through molasses	8
I’m not tired physically — just mentally worn out after the smallest mental task.	8
I forget what people tell me five minutes after they say it.	8
Even though the depression is 'treated,' I still feel cognitively impaired	8
I used to enjoy learning new things. Now, it just overwhelms me.	8
My therapist says I’ve made progress, but I still can't focus on reading or writing	8
Some days, I can’t even remember the names of coworkers I see daily	8
No one talks about how frustrating it is to still feel broken even when you're 'well'	8
The hardest part isn’t sadness anymore — it’s not being able to think straight.	8
I miss being articulate. Now I grasp for words like I’m underwater	8
I can’t keep up with basic mental tasks. It’s making me doubt I’m actually better	8
I need therapy just to deal with how my brain isn’t coming back online.	8
People say I seem fine. They don’t see the cognitive struggle underneath	8
I finish tasks slower, need more breaks, and still feel mentally drained	8
Even on my best days now, I don’t think as clearly as I used to before the depression.	8
I’ve stopped applying for jobs — I’m too scared my brain won’t work like it used to.	8
I avoid my friends because I don’t want to bring them down with my sadness.	9
Even when I’m surrounded by people, I still feel completely alone	9
I stopped replying to texts — I just don’t have the energy to pretend I’m okay.	9
I cancel plans last minute because I can’t face anyone	9
The thought of small talk makes me anxious and exhausted	9
I isolate myself because I don’t feel worthy of anyone’s time.	9
I used to be social. Now I spend my weekends alone in silence	9
People stopped inviting me because I always say no	9
I watch life happening around me but don’t feel part of it	9
I feel like a ghost in my own family	9
Even in a crowded room, I feel like I don’t belong.	9
My partner says I’ve become distant, but I don’t know how to connect anymore	9
I pull away before people can reject me	9
I smile and nod at work, but inside, I’m just going through the motions.	9
I feel like a burden, so I keep to myself.	9
I avoid social media because seeing other people happy makes me feel worse.	9
No one understands, so I stop trying to explain	9
I don’t answer the phone because I don’t know what to say	9
Sometimes I long for connection, but I don’t know how to reach out anymore.	9
Even hugs feel uncomfortable — like I don’t deserve affection.	9
I avoid eye contact because I feel ashamed of who I’ve become.	9
I’ve lost friendships because I disappeared when I needed help the most.	9
I pretend to be busy just to avoid social situations.	9
I hear people laugh and wonder if I’ll ever feel that way again.	9
I’d rather stay home than risk saying something awkward	9
Being around others feels like I’m acting in a play, not living my life	9
I used to love spending time with my family — now I feel like an outsider.	9
I ghost people because I don’t know how to explain what’s wrong.	9
I dread social gatherings — they remind me of how disconnected I feel.	9
People say I’m antisocial, but I’m just deeply tired of pretending I’m okay.	9
I drifted away from everyone because I didn’t know how to be myself anymore.	9
I feel like I no longer exist in the lives of people I used to love	9
I watch my friends move on with their lives, while I remain frozen	9
I stopped calling my family — it hurt too much to hear their worry	9
I don’t know who I am in relationships anymore; I’ve lost my role.	9
Being around others makes me feel more alone than being by myself.	9
I used to be the funny one in my group — now I have nothing to say	9
People ask what's wrong, and I say 'I'm fine' — it's easier than trying to explain.	9
I feel like I’m contaminating the happiness of people around me	9
I left my partner because I felt like I was dragging him down	9
The more they try to reach me, the more I retreat into myself.	9
It’s like there’s an invisible wall between me and everyone else	9
I don’t feel worthy of friendship or affection.	9
I sit at family dinners and feel like an outsider looking in	9
I decline invitations because I fear breaking down in front of others	9
My depression makes me unbearable — I wouldn’t want to be around me either	9
I cut people off before they can get tired of me	9
The silence in my phone isn’t from them — it’s from me	9
Social situations used to energize me. Now, they exhaust me before they even start	9
I miss connection, but I don’t know how to feel close to anyone anymore	9
When I do speak, I sound hollow — like I’m not really there	9
My kids ask why I’m always in my room. I don’t know how to answer.	9
Even my dog seems confused by how distant I’ve become	9
I fake smiles in public, but I’m unraveling inside	9
I ghosted everyone because I couldn't bear their kindness.	9
I crave affection and yet push everyone away.	9
I can’t talk about my feelings — it just makes me feel more broken.	9
I feel like a black hole in my relationships — absorbing everything and giving nothing back.	9
They say 'just talk to us,' but I’ve forgotten how	9
There’s a loneliness that grows even in the company of people who love me	9
I stopped reaching out because I thought people would just see me as ‘the depressed one	9
It’s easier to stay quiet than to risk being labeled weak.	9
No one wants to hang out with someone who’s always sad — that’s what I tell myself.	9
I wear a mask at school because I’m scared of what they’ll think if they saw the real me.	9
I feel like a burden to my friends, so I stay away.	9
I try to act normal, but inside I feel broken and alone	9
If I told them I’m depressed, they’d treat me differently — like I’m fragile	9
I used to go out every weekend. Now I just lie in bed and scroll past their posts	9
They don’t get it. They say ‘cheer up,’ and I just shrink further inside myself.	9
I’m scared my depression will ruin every relationship I have	9
When people joke about mental illness, I laugh too — even though it hurts	9
I feel like I’m constantly hiding a part of myself.	9
If I open up, they’ll think I’m just doing it for attention.	9
The loneliness isn’t just being alone — it’s feeling unworthy of connection	9
I used to be close with my siblings, but now I avoid them because I feel ashamed	9
I stopped answering texts — it’s easier than pretending I’m okay.	9
Sometimes I pretend to be asleep so I don’t have to talk to anyone	9
I don’t cry in front of anyone — they’d think I’m unstable.	9
I hear them say, ‘She’s too emotional,’ and it makes me want to disappear.	9
My depression isolates me, but the stigma locks the door	9
I want help, but I don’t want to be labeled forever	9
My friends drifted away — or maybe I pushed them.	9
When I hear someone say ‘mental illness is just an excuse,’ it shuts me down completely.	9
I hide my sadness with jokes because people like me better that way	9
I miss being understood — or at least not feeling judged	9
I’m scared to seek therapy because I don’t want to be ‘that kid	9
I scroll past mental health posts but don’t like them — what if someone notices?	9
I pretend I’m too busy to hang out, but I’m really just avoiding being seen	9
When someone asked how I was, I said ‘fine’ — even though I wasn’t.	9
I feel invisible, but also afraid of being truly seen	9
I feel surrounded by people but still completely alone	9
Even when I talk to friends, it’s like there’s a wall between us they can’t see	9
I want someone to ask how I really am, but I also dread the question	9
I isolate myself, not because I want to, but because I feel like a burden.	9
I lie in bed for hours, craving company but unable to reach out.	9
No one seems to notice that I’ve gone quiet — maybe I never mattered	9
I feel invisible in crowds, like I’m just passing through other people’s lives.	9
The loneliest part is knowing I could be surrounded by people and still feel unwanted.	9
I stopped going to school events because pretending to be okay drained me.	9
I miss laughing with people, but I’ve forgotten how to start	9
Sometimes I just sit in silence, hoping someone will break it for me	9
I feel too broken to be loved and too tired to try.	9
I tell myself they’re better off without me — even if it’s not true	9
There’s a part of me screaming to be seen, but I’ve locked it away	9
Being alone hurts, but being with others and still feeling lonely hurts more.	9
I scroll through chats, wondering who I can message without sounding needy	9
The thought of explaining my sadness makes me retreat further.	9
I wish someone could read my mind — words always fail me	9
Every time I try to connect, I feel misunderstood	9
It’s like watching life happen from behind a glass wall.	9
I pretend not to care when people leave me out — but it cuts deep.	9
I’m scared to be close to anyone because I think they’ll eventually leave	9
I used to share everything — now I share nothing and call it strength.	9
I laugh at jokes I don’t find funny, just to feel included	9
I want someone to notice, but I don’t know how to ask for help	9
When I cry, I do it quietly so no one hears	9
I feel like I’m on the outside of life, peering in at people who belong.	9
I tell myself I'm used to being alone, but I still wish it were different	9
Loneliness has become so familiar, it's like a second skin.	9
Every day I hope someone reaches out — and every day I retreat a little more.	9
I feel like myself lately — not overly happy, just balanced.	10
I wake up with enough energy to get through the day without dragging.	10
I enjoy small things again — a cup of coffee, a walk, a good chat	10
Decisions come naturally. I trust my instincts more than I question them.	10
I laugh without wondering if it's fake or forced	10
I’m alone sometimes, but I don’t feel lonely.	10
My thoughts come and go without spiraling.	10
It’s been weeks since I’ve felt emotionally stuck	10
I’m able to concentrate on work without constant distraction	10
Sleep comes easily — I fall asleep and wake up rested	10
I’m eating normally — not out of stress, not out of sadness	10
I make plans and usually follow through	10
I feel connected to the people around me	10
Some days are tough, but they don’t overwhelm me	10
I can sit in silence and not feel uncomfortable	10
I feel like I have a future again — even if I don’t know all the steps	10
I don’t second-guess every interaction anymore	10
I enjoy being around people and also enjoy being by myself.	10
I cry occasionally, but it feels like release, not despair.	10
I can slow down without guilt	10
I feel grounded more often than not.	10
I’ve started reading again — and I actually remember what I read	10
When people ask how I’m doing, I say 'good' — and mean it.	10
I feel hopeful — cautiously, but still.	10
I notice the seasons changing and it actually makes me feel something	10
My mind feels quieter, more cooperative	10
I have enough energy to get through the day — and some left for fun	10
I’m not just surviving. I’m participating again	10
There’s no inner war right now. Just stillness.	10
I don’t feel the need to hide how I’m doing anymore	10
I don’t overthink everything — I just act.	10
There’s a steadiness in me I’ve learned to trust	10
Getting started is no longer the hardest part	10
can bounce back when things go wrong	10
I feel part of something when I talk to people	10
I can enjoy the silence without feeling anxious	10
I feel motivated more days than not	10
Stress doesn’t unravel me like it used to	10
Routine feels like comfort, not a trap	10
My relationships feel reciprocal — I give and receive equally.	10
I don’t need to fake interest in conversations anymore.	10
I can be sad without being swallowed by it	10
I know I can call someone if I need to talk.	10
I wake up with a loose plan and follow it through	10
Tasks don’t scare me — they organize my day	10
I go to bed tired from doing, not from feeling overwhelmed.	10
Being around people gives me energy again	10
I study because I want to learn, not because I’m afraid to fail.	10
My grades reflect the effort I put in, not the fog I used to fight through	10
I can focus in class again without my mind drifting	10
Parenting feels manageable, not overwhelming	10
I enjoy making meals and hearing about their day.	10
I can show up for my family without dragging myself through it.	10
I handle deadlines with clarity instead of panic	10
Work feels purposeful, not just something to survive	10
My focus is sharper — I don’t dread the morning meetings.	10
I contribute in conversations instead of zoning out.	10
I have the energy to call my grandchildren and listen to them talk	10
I enjoy my morning walks — they energize me	10
I’m not just passing the time — I look forward to each day	10
Peace comes more naturally than it used to.	10
I still have dark days, but they don’t control me anymore	10
I don’t dread waking up anymore — I’m curious about the day ahead	10
It surprised me how laughter slowly returned to my life	10
Some days I still stumble, but I know how to get back up	10
I’m still healing, but I’m not stuck anymore.	10
The heavy thoughts aren’t gone, but they no longer weigh me down	10
My energy isn’t endless, but it’s mine again.	10
There was a time I couldn’t imagine feeling this calm — now it’s my norm	10
I used to be afraid of the future — now I make plans again	10
I’ve forgiven myself for the things I didn’t do while I was struggling	10
I’ve started reconnecting with people I thought I’d lost to the silence	10
What used to feel unbearable now just feels like a challenge I can handle.	10
I’m learning how to trust myself again	10
The fog lifted gradually — now I can see clearly most mornings.	10
I can finally hear music and feel something again	10
I never thought I’d smile without forcing it — but here I am	10
It’s strange how normal peace feels after so much chaos.	10
I take pleasure in small victories — a shower, a walk, a real smile.	10
Recovery wasn’t linear, but it was worth every step.	10
I no longer apologize for taking care of myself.	10
	
The thought of death doesn’t scare me — living does	6
I don’t talk about it because I know they’ll try to fix me instead of listening	6
No one knows how close I’ve come — I hide it well	6
It’s not attention I want — it’s silence from the thoughts	6
Even on good days, the idea of ending it lingers in the background	6
Some nights I have to hide things from myself to stay safe.	6
I harm myself not to die, but to feel something real.	6
I wish someone would ask the right question — I’m too tired to explain it myself.	6
People say suicide is selfish — they don’t know what desperation feels like	6
I don’t want to die, but I also don’t want to keep living like this.	6
The pain inside is constant — hurting outside gives it shape.	6
Sometimes I imagine not waking up — and it brings me peace.	6
My smile is real enough to keep them from asking, but not enough to save me	6
I look at my scars and feel both ashamed and relieved.	6
I hurt myself because it feels more manageable than the pain in my head	6
Sometimes I stand at the edge and wonder what would happen if I let go	6
The thought of disappearing feels like a relief, not a tragedy	6
I don’t see a future anymore, just more of the same darkness	6
I write notes in my head I hope no one ever finds	6
I’ve rehearsed it in my mind more times than I’ve told anyone I need help.	6
I keep living for things I used to love, hoping they’ll matter again someday.	6
I pretend to plan the future, but in truth, I can’t see myself in it.	6
Some days I stay alive out of habit, not hope	6
Every time I walk into the bathroom, I check for sharp things — and hide them	6
I rehearse exit strategies when I’m stuck in traffic or lying in bed	6
I’ve googled painless ways to die more than I’ve googled how to live	6
Sometimes I cry just thinking about how much easier it would be to not exist.	6
I’ve made peace with the idea that I might not grow old.	6
I’m tired of surviving — I want to feel alive or not at all	6
I don’t feel dramatic — I feel desperate	6
I fear if I speak honestly, they’ll lock me away instead of listening.	6
It’s not that I want to die — I just want everything to stop.	6
I wish people could see past the jokes and notice I’m drowning	6
Sometimes I wonder how many people are hiding pain like mine	6
It feels like I’m quietly disappearing from my own life.	6
At night, I imagine a world that continues just fine without me in it.	6
My heart beats, but it feels like I stopped existing months ago	6
I’m alive because I’m afraid to die — not because I want to live	6
When people say 'you’re strong,' I feel like they don’t know me at all.	6
I used to fear death — now it feels like a release	6
I feel like I’ve become a burden no one asked for.	6
I’ve written goodbye letters in my head — just in case	6
Even when I’m laughing, I wonder if this might be my last day.	6
I look at bridges and wonder what it would feel like to fall.	6
They say 'things get better,' but I stopped believing that a long time ago	6
It scares me that the idea of dying doesn’t scare me anymore	6
It feels like my brain is trying to convince me I’m better off gone.	6
The only reason I’m still here is because I don’t want to hurt my family	6
I hate how much effort it takes just to stay alive.	6
Each day is a negotiation between despair and inertia	6
Sometimes I hope an accident will make the decision for me	6
I started writing goodbye letters again — more seriously this time	6
If the opportunity presents itself, I won’t hesitate anymore.	6
My plan is complete. It’s just waiting for the right moment.	6
I set the alarm, not to wake up — but to remind myself when to act.	6
I keep the means nearby, just in case today is the day I finally go through with it.	6
I made sure my insurance was up to date. That’s how ready I am	6
I’ve stopped thinking about consequences — just about how soon it can end.	6
I skipped lunch today because I don’t think I’ll be here for dinner	6
I researched how to make it look like an accident so no one would blame themselves.	6
I smiled more this week — because I think I’ve made peace with leaving	6
There’s a comfort in knowing I could end it whenever I want	6
I held the pills in my hand last night and wondered if this was finally it	6
I picked out what I’d wear, what song I’d leave playing.	6
I cleaned my room not out of energy, but to leave things tidy when I’m gone.	6
It’s not a cry for help. It’s a quiet exit plan.	6
I’ve chosen the place, the method, and the day — only the execution is missing.	6
I found peace in the finality of the plan	6
Every night I calculate how much it would take to end this for good	6
I don’t want help — I want it over	6
I felt strangely calm once I committed to the idea of ending it	6
I don’t want anyone to find me — I want to disappear quietly	6
I’m only staying alive because I haven’t found the perfect moment yet.	6
It’s not impulsive anymore — it’s a decision I keep returning to	6
I drive past that tree every day and think, ‘maybe tomorrow I won’t swerve.’	6
I stood on the edge for too long — not by accident	6
I tested the weight on the rope, just to be sure	6
I stopped long enough to imagine how people would react to my death	6
When people say, ‘call if you need anything,’ I wish I could say, ‘I’m planning to die.’	6
My heart feels heavy all the time, like I'm carrying invisible weight	7
here’s no spark, no light — just emotional grey	7
I get overwhelmed by feelings I can’t name or control.	7
Even when good things happen, I feel nothing	7
It’s not just sadness — it’s the absence of anything else	7
I’m scared to feel again because all I remember is pain	7
My mood shifts from numb to hopeless — nothing in between	7
